ra,dec,parallax,phot_g_mean_flux,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,radial_velocity,phot_variable_flag,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot
273.53034272281286,-27.108289648802792,0.3291259669356506,9110.621347555903,15.788497,6617.890206302553,15.786743,16929.60275187204,14.176278,2.5846198,,NOT_AVAILABLE,6.213947E-14,1.0,5.602457E-9,,,,,,
124.99257330263495,-35.09282101397026,0.6077387919468151,3089.4726052706064,16.962656,4336.328246712098,16.245737,3984.6677719229524,15.746915,2.6933386,,NOT_AVAILABLE,0.005924862,0.99396086,1.0015835E-6,,,,,,
273.4262529645905,-27.287340830671358,,3074.7888537624817,16.967829,3109.4596920759236,16.60683,6167.584148490303,15.272608,3.017132,,NOT_AVAILABLE,0.0,1.0,0.0,,,,,,
273.44175017343554,-27.274940157289837,0.27604234111776355,4317.361577334991,16.599321,3506.4256673892155,16.476381,8119.6541428434775,14.974051,2.6928668,,NOT_AVAILABLE,1.0508327E-13,1.0,3.6344E-9,,,,,,
270.8917809934937,-30.03425377241433,,6164.139659582504,16.212687,8725.397763293353,15.486579,18791.05180717285,14.063018,4.4639564,,NOT_AVAILABLE,0.0,1.0,0.0,,,,,,
270.8950829100643,-30.030450044178554,,8563.159718358198,15.855782,7723.417840542095,15.619019,20069.404944707214,13.991559,3.2456272,,NOT_AVAILABLE,0.0,1.0,0.0,,,,,,
270.8963478451809,-30.030427327484496,-0.05394664609188017,3532.3832888417364,16.817198,4001.3834398831555,16.333017,6725.395218690605,15.178601,3.0366971,,NOT_AVAILABLE,1.4038343E-7,0.9999999,8.343812E-9,,,,,,
270.8965569333374,-30.034442855903777,,14224.917701276956,15.304743,,,,,,,NOT_AVAILABLE,0.0,1.0,0.0,,,,,,
270.90053810353544,-30.03761320198534,,4271.704059984934,16.610865,6673.4602598780275,15.777664,15829.45016121706,14.249231,5.2679,,NOT_AVAILABLE,0.0,1.0,0.0,,,,,,
270.90061279983735,-30.034981109675037,,4732.148616994332,16.499722,5735.358136033251,15.942141,12113.12964178477,14.539755,3.7717514,,NOT_AVAILABLE,0.0,1.0,0.0,,,,,,
270.9014013975044,-30.034927861351946,-0.06105626734534466,3007.8896749648047,16.991713,3321.55970340965,16.535187,6055.168495972472,15.29258,3.1173778,,NOT_AVAILABLE,4.0248047E-8,1.0,8.3523893E-10,,,,,,
270.8951454439189,-30.03479567901087,,7284.713164243095,16.031336,15070.598836645879,14.893216,30229.61659494981,13.546814,6.218531,,NOT_AVAILABLE,0.0,1.0,0.0,,,,,,
270.316012264877,-29.91339119665107,0.6848801470594007,11533.568146491885,15.532457,9462.270574306773,15.398554,21293.725799125405,13.927266,2.6666505,,NOT_AVAILABLE,8.6301977E-10,0.99922365,9.704681E-9,,,,,,
270.8865515100902,-30.031684048147504,0.30264261791841834,3259.730133497738,16.904413,2614.9459516608204,16.794886,6085.242040893515,15.287201,2.6689904,,NOT_AVAILABLE,1.571445E-13,1.0,5.6026934E-9,,,,,,
270.7081642644044,-29.737555417849304,0.05460455655701074,3970.936172154307,16.690134,2967.560600496167,16.657543,3618.5913060069647,15.851546,1.6585892,,NOT_AVAILABLE,0.0034663728,0.9934561,4.6604387E-6,,,,,,
270.27166152029554,-29.942131507464577,1.4475981779934528,3460.431354596495,16.83954,2333.854180935873,16.918358,5750.258232887805,15.348677,2.3361573,,NOT_AVAILABLE,3.2460612E-12,0.9999997,3.181697E-7,,,,,,
270.0515164498548,-30.043168694557536,-0.59174272672854,3537.7465928045194,16.81555,,,,,,,NOT_AVAILABLE,3.758088E-8,0.9999895,1.0401492E-5,,,,,,
75.27497214339672,-14.728105757666329,0.45142671647232163,3526.493437417408,16.81901,3424.9280543342625,16.501913,4334.868172093319,15.655456,2.2004285,,NOT_AVAILABLE,2.6807651E-5,0.99997276,1.1873906E-8,,,,,,
73.24812697474859,-14.579509836301458,0.6274225790464498,4311.63181569596,16.600763,6177.354048694329,15.861536,7989.224261138668,14.991634,3.285665,,NOT_AVAILABLE,2.5013904E-5,0.99996877,2.398184E-8,,,,,,
120.8769309199567,-21.849736532300483,0.11991011631391629,7428.670347745394,16.01009,7140.77064088714,15.70418,8284.805576083323,14.952189,2.0764923,,NOT_AVAILABLE,0.005335838,0.9946343,1.6994643E-6,,,,,,
121.00691144574134,-21.68804434843891,0.27674333616988045,6912.209666672661,16.088326,6130.028678995099,15.869886,6969.133235416127,15.139949,1.8950759,,NOT_AVAILABLE,0.011996268,0.9879911,1.2518776E-5,,,,,,
121.02244330911202,-21.377684466175744,0.3715757161541075,4824.332531048469,16.478773,5208.088884091521,16.046846,4495.589217073377,15.615929,2.0114033,,NOT_AVAILABLE,0.002634506,0.99728954,1.5252512E-6,,,,,,
121.02558409356047,-21.33883444914129,0.5817704681896038,5768.425926146937,16.284723,5154.902403697509,16.057991,6181.265672327995,15.270202,1.96521,,NOT_AVAILABLE,0.0031412595,0.9968575,1.2716362E-6,,,,,,
118.21789929778397,-21.511470916419086,0.4330004559159921,9981.181441183462,15.689412,11778.438252324562,15.160823,10696.90688962221,14.67475,2.251772,,NOT_AVAILABLE,0.0438665,0.9555695,8.582576E-6,,,,,,
120.7815830468312,-21.417419911692264,-0.19353504277374517,3614.714107459944,16.792183,2961.143553246414,16.659893,3628.782046686571,15.848494,1.8230835,,NOT_AVAILABLE,0.002473119,0.99749696,1.6511789E-6,,,,,,
121.47302958724818,-20.710842343407197,-0.025553277084415182,14930.180910774878,15.252204,16970.041909380812,14.764335,18409.197551583457,14.085308,2.3696458,,NOT_AVAILABLE,0.0025255089,0.9974719,2.5542527E-6,,,,,,
115.4617623239092,-21.944351964219788,-0.38177499716527286,10983.052990308814,15.585559,,,,,,,NOT_AVAILABLE,3.7807036E-5,0.9999598,4.402859E-8,,,,,,
118.62117993373474,-20.729502277797188,0.7713046129164477,10304.15134834993,15.654837,10209.970625276124,15.315981,12045.679726061859,14.545817,2.1598723,,NOT_AVAILABLE,0.09903745,0.90095574,6.7139094E-6,,,,,,
274.1733539293413,-28.14908143510437,-0.22214155498888452,2998.0196311007194,16.995281,2273.1390533884733,16.946978,2947.4727348171464,16.07427,1.7413534,,NOT_AVAILABLE,0.0024005414,0.9973314,3.440134E-6,,,,,,
274.15356487326375,-28.283519028696123,-3.282113850914889,3527.4457262483816,16.818716,4001.3415468133057,16.333029,6708.516658445242,15.181329,3.0361512,,NOT_AVAILABLE,1.513233E-6,0.9999985,2.6368967E-8,,,,,,
273.9375439189126,-28.248715221072302,0.24484818580846238,4478.115066393443,16.55963,3878.03842457322,16.367012,6510.804867688523,15.213809,2.3199143,,NOT_AVAILABLE,1.3660117E-5,0.99998635,1.2359411E-8,,,,,,
211.86702985439982,-71.48986828477433,0.5912459064383386,4882.571775412424,16.465746,5110.555541503458,16.067371,9634.466804118581,14.788326,3.0199294,,NOT_AVAILABLE,3.1092863E-8,0.99999994,1.2453092E-9,,,,,,
178.5314012416057,-62.462401239003036,0.4198304188368241,4122.224810815523,16.649538,8323.01370671504,15.537841,10826.261788550284,14.661699,4.645374,,NOT_AVAILABLE,1.3601454E-4,0.99965733,1.4532995E-7,,,,,,
178.59882774722226,-62.38215955669157,-0.0698121291232631,5101.353017202801,16.418154,4654.584755999307,16.16884,7632.284335439326,15.041259,2.408551,,NOT_AVAILABLE,1.3395907E-6,0.9999966,7.841769E-8,,,,,,
104.68997986258528,-37.511035116314034,1.310232392157656,3339.459111115678,16.878176,,,,,,,NOT_AVAILABLE,5.0389232E-8,0.9689271,0.031070326,,,,,,
134.3302623479993,4.798638277714786,0.4289352024302466,5868.15506936256,16.266113,30385.99750498842,14.131859,113986.1160757983,12.105765,24.602642,,NOT_AVAILABLE,0.0027094283,0.97493213,0.022358028,,,,,,
142.78598596674047,8.489594183597733,1.3712361335084036,15960.390980677092,15.179758,13029.559663026788,15.051218,17359.962563050933,14.149024,1.9040588,,NOT_AVAILABLE,4.5102564E-4,0.99954855,4.6501438E-7,,,,,,
144.80695618333493,9.15700447656708,-0.19341313860454865,3205.829575268143,16.922516,3151.849221915003,16.592129,3871.1544091134524,15.778295,2.1906977,,NOT_AVAILABLE,9.389775E-6,0.99999046,1.0307639E-8,,,,,,
102.68618576794934,7.770975030584795,0.416375833931314,3231.593698664477,16.913824,2761.0058425359257,16.735874,3080.677406143941,16.02628,1.8076787,,NOT_AVAILABLE,0.010785777,0.9892035,1.0636636E-5,,,,,,
130.22563728771271,4.9218266453120725,0.6605048931755201,7823.812864775463,15.953821,8713.803077677021,15.488023,7514.584011071148,15.058133,2.07423,,NOT_AVAILABLE,0.007867146,0.9876945,8.725086E-6,,,,,,
103.38668776893186,7.746163397424066,,5010.6832084996,16.437624,4947.032602386495,16.10268,10474.628016819393,14.697549,3.0777562,,NOT_AVAILABLE,0.04042923,0.95957077,0.0,,,,,,
247.18224977611976,-45.92841470205894,1.3891388576994244,8241.06373407807,15.8974085,8372.212517170206,15.531442,17489.33545635413,14.140963,3.1381323,,NOT_AVAILABLE,7.670897E-14,1.0,7.497242E-9,,,,,,
90.46061065822066,32.419290278879345,-0.8595943530827163,7873.058193190355,15.947008,5046.746121476437,16.081013,6703.218822952737,15.182187,1.492427,,NOT_AVAILABLE,0.024410972,0.9725764,2.5402653E-5,,,,,,
56.430578887956464,65.48579301779223,0.9135503577063112,5978.998121994985,16.245796,6929.190296632092,15.736836,11931.325478307923,14.556173,3.154461,,NOT_AVAILABLE,1.6329062E-5,0.99998367,1.4422898E-9,,,,,,
279.75156514278285,11.427899631135466,0.1610897827408933,3951.383961578054,16.695494,6335.7679703745025,15.834044,6219.83398073601,15.263449,3.17752,,NOT_AVAILABLE,0.008709802,0.99129,1.0622561E-8,,,,,,
269.78812902625526,-57.55255521999038,0.49251629085263243,4332.078878795524,16.595627,,,,,,,NOT_AVAILABLE,5.7591074E-9,0.9785353,0.021464627,,,,,,
266.10686569184907,-57.079455377392634,0.3751179973423481,3446.2423821915863,16.844002,2806.6753509893433,16.718061,3512.322938142636,15.883909,1.8335907,,NOT_AVAILABLE,0.008032027,0.99182266,8.335946E-6,,,,,,
72.33632432596164,-62.33416110458721,0.7375656577336995,14782.847903054737,15.262972,13099.034223771792,15.0454445,15841.749942916907,14.248387,1.9577272,,NOT_AVAILABLE,0.04751055,0.93994313,4.8642014E-5,,,,,,
77.66230459324976,-63.30573326909035,0.6649259703264507,8141.623559109227,15.910589,8774.51062631268,15.480485,10235.768416567978,14.722594,2.3349495,,NOT_AVAILABLE,0.01132571,0.9882786,1.1681211E-5,,,,,,
243.97226859052086,-58.615965864432006,0.6595673533175475,3157.126440941095,16.939137,2466.1080362917446,16.858513,3385.06273586569,15.923979,1.8533217,,NOT_AVAILABLE,0.0015611738,0.99843705,1.8124621E-6,,,,,,
243.7996981946118,-58.23233060776342,,3489.183746738603,16.830557,5539.224422758176,15.979919,,,,,NOT_AVAILABLE,0.0081895245,0.9918105,0.0,,,,,,
226.9487464317027,2.5686278461771868,1.2034152592811789,5139.745527883546,16.410013,15226.890193738252,14.882014,27287.08186250134,13.658003,8.27161,,NOT_AVAILABLE,4.9130432E-11,1.0,2.1022812E-11,,,,,,
141.13868382396308,-0.4899699362461185,0.438928251656395,7944.289066441281,15.937229,6306.632271736186,15.839048,7809.136406399444,15.016388,1.7768447,,NOT_AVAILABLE,6.1646407E-4,0.9993526,6.171153E-7,,,,,,
